                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                0.80052,                0.56681,                0.90803,                0.50378,                0.86889,                0.59154,                0.49877,                0.75874,                 1.2885,                0.92452,             0.00062729,             0.00062729,             0.00062729
                     65,                0.80834,                0.56673,                 0.9061,                0.51806,                0.85726,                0.55874,                0.46593,                0.85953,                 1.3408,                0.96348,             0.00061079,             0.00061079,             0.00061079
                     66,                0.76869,                0.53867,                0.89451,                0.51092,                0.90527,                0.53165,                0.44592,                0.81611,                 1.3439,                0.99423,             0.00059429,             0.00059429,             0.00059429
                     67,                0.79268,                0.56473,                0.89953,                0.50691,                0.89654,                0.56643,                 0.4804,                0.84941,                 1.3221,                0.94737,             0.00057778,             0.00057778,             0.00057778
                     68,                0.78715,                0.54586,                0.90305,                0.50441,                0.89473,                0.55655,                0.47311,                0.82181,                 1.2469,                0.95424,             0.00056128,             0.00056128,             0.00056128
                     69,                0.77109,                0.52772,                0.88868,                0.51481,                0.87767,                0.55275,                0.46924,                0.81854,                 1.3412,                0.95624,             0.00054478,             0.00054478,             0.00054478
                     70,                0.78303,                0.53854,                0.90197,                0.49905,                0.89441,                0.54168,                 0.4533,                0.79138,                 1.2825,                0.91937,             0.00052827,             0.00052827,             0.00052827
                     71,                0.78219,                0.54116,                 0.8996,                0.50693,                0.85509,                0.58342,                0.49386,                0.78738,                 1.3417,                0.94814,             0.00051177,             0.00051177,             0.00051177
                     72,                0.77064,                0.52573,                0.89395,                0.50477,                0.86889,                0.55491,                0.46829,                0.76809,                 1.4246,                0.90647,             0.00049527,             0.00049527,             0.00049527
                     73,                0.76191,                0.53237,                0.89286,                0.51119,                0.84081,                0.55359,                  0.462,                0.79352,                 1.3948,                0.98414,             0.00047876,             0.00047876,             0.00047876
                     74,                0.76264,                0.53948,                0.90012,                0.50683,                0.88055,                0.54217,                0.45925,                0.78127,                 1.3845,                0.90154,             0.00046226,             0.00046226,             0.00046226
                     75,                0.77189,                0.52831,                0.89716,                0.49751,                0.90631,                0.56253,                0.47359,                0.81441,                 1.3224,                0.97038,             0.00044576,             0.00044576,             0.00044576
                     76,                 0.7743,                0.52165,                0.88743,                0.50664,                0.85726,                0.55993,                0.47446,                0.82313,                 1.3366,                0.98908,             0.00042925,             0.00042925,             0.00042925
                     77,                0.75796,                0.51322,                0.88876,                0.49893,                0.85726,                 0.5717,                0.48133,                0.82671,                 1.4019,                0.97621,             0.00041275,             0.00041275,             0.00041275
                     78,                0.75912,                0.52338,                0.89265,                0.50803,                0.87186,                0.55096,                0.46209,                0.83737,                 1.3199,                0.97461,             0.00039625,             0.00039625,             0.00039625
                     79,                0.74981,                0.52109,                0.88972,                0.51255,                0.86307,                0.57344,                0.48881,                0.76103,                 1.3874,                0.89674,             0.00037974,             0.00037974,             0.00037974
                     80,                0.75321,                 0.5161,                0.89025,                0.51427,                0.88795,                0.56895,                0.48182,                0.79042,                 1.3437,                0.98196,             0.00036324,             0.00036324,             0.00036324
                     81,                0.72659,                0.49298,                0.88336,                0.50358,                0.87328,                0.54727,                0.46393,                0.79213,                 1.3316,                 0.9436,             0.00034674,             0.00034674,             0.00034674
                     82,                0.75469,                0.50206,                0.89306,                0.51012,                0.86165,                0.53745,                0.45628,                 0.8105,                 1.3983,                 0.9619,             0.00033023,             0.00033023,             0.00033023
                     83,                0.74903,                0.50716,                0.89274,                0.50864,                0.86103,                0.53804,                0.44953,                0.82931,                 1.3249,                0.94233,             0.00031373,             0.00031373,             0.00031373
                     84,                0.73917,                0.49952,                0.88406,                0.50131,                0.86308,                0.54655,                0.46237,                0.85287,                 1.4059,                0.94126,             0.00029723,             0.00029723,             0.00029723
                     85,                0.73721,                0.50211,                0.88219,                0.50316,                0.87087,                0.53737,                0.45252,                0.83989,                 1.3621,                0.97148,             0.00028072,             0.00028072,             0.00028072
                     86,                0.73621,                0.48855,                0.88777,                0.50056,                0.89486,                0.53217,                0.44773,                0.86088,                 1.4761,                0.96275,             0.00026422,             0.00026422,             0.00026422
                     87,                 0.7081,                 0.4742,                0.87513,                0.49394,                0.90363,                0.53194,                0.44822,                 0.7948,                 1.4652,                0.96147,             0.00024772,             0.00024772,             0.00024772
                     88,                0.72744,                0.47578,                0.88277,                0.49144,                0.86348,                0.51832,                0.44071,                0.79438,                 1.4737,                0.97204,             0.00023121,             0.00023121,             0.00023121
                     89,                0.73745,                0.49229,                0.89042,                 0.4924,                0.90532,                0.53555,                0.45206,                0.81497,                 1.4961,                0.97739,             0.00021471,             0.00021471,             0.00021471
                     90,                 0.7161,                0.48302,                0.89425,                0.49133,                0.88348,                0.53652,                0.45253,                0.82468,                 1.5196,                0.97481,             0.00019821,             0.00019821,             0.00019821
                     91,                 0.6612,                0.42419,                0.87146,                0.49549,                0.86762,                0.53528,                0.45031,                0.80468,                 1.4341,                0.98277,              0.0001817,              0.0001817,              0.0001817
                     92,                0.64392,                0.42393,                 0.8573,                0.49659,                0.87181,                0.51249,                0.42989,                0.80115,                 1.4254,                0.97876,              0.0001652,              0.0001652,              0.0001652
                     93,                0.64536,                0.42627,                0.86445,                  0.495,                0.87567,                 0.5313,                0.44866,                  0.812,                 1.4486,                0.98423,              0.0001487,              0.0001487,              0.0001487
                     94,                0.65145,                0.42519,                0.85963,                0.49048,                0.89902,                0.53215,                0.44813,                0.82048,                 1.3648,                0.98597,             0.00013219,             0.00013219,             0.00013219
                     95,                0.64251,                0.41153,                0.85788,                 0.4888,                0.85473,                0.53398,                0.45176,                0.82894,                 1.5002,                 0.9818,             0.00011569,             0.00011569,             0.00011569
                     96,                0.61852,                 0.4027,                0.85367,                0.48505,                0.84783,                0.52731,                0.44665,                0.79318,                 1.6494,                0.97612,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.62475,                0.40644,                 0.8488,                0.49207,                0.86063,                0.52357,                0.44125,                0.81289,                 1.6207,                0.97473,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.62732,                0.40335,                0.85579,                 0.4944,                0.86131,                0.52435,                0.44517,                0.80911,                 1.6892,                0.96738,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.61878,                0.40816,                0.85381,                0.48732,                0.85646,                0.51649,                0.43702,                0.81137,                 1.6565,                0.96803,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                0.61413,                0.39373,                0.84896,                   0.49,                0.85348,                0.52329,                0.44244,                0.80123,                 1.5913,                  0.969,             3.3173e-05,             3.3173e-05,             3.3173e-05
